Date,HS Code ,Product Name,Quantity,Unit,Unit Price (USD),CIF Value (USD),Importer Name,Supplier Name,Foreign Country
20-Dec-22,85030090,26118868 - HUB CABINET+4HCA300- ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7904.157,15808.314,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITH
09-Mar-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
09-Mar-23,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
09-Mar-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,LITHUAN
09-Mar-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
09-Mar-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
09-Mar-23,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
09-Mar-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7895.664,15791.329,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
09-Mar-23,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE-,2,NOS,7895.664,15791.329,INOX WIND LTD CO INOX AIR,"AMERICAN
SUPERCONDUCTOR",LITHUANI
09-Mar-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-(,2,NOS,7895.664,15791.329,INOX WIND LTD CO INOX AIR,"AMERICAN
SUPERCONDUCTOR",LITHUANI
27-Dec-21,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7878.985,23636.955,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
27-Dec-21,85030090,26118866- HUB CABINET+4HCA100- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7878.985,15757.97,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
27-Dec-21,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPER ATED ELECTRICITY GENERATOR),2,UNT,7878.985,15757.97,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
27-Dec-21,85030090,26118866- HUB CABINET+4HCA100- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7878.985,23636.955,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
27-Dec-21,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7878.985,15757.97,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
27-Dec-21,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7878.985,23636.955,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
07-Jan-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7872.4,7872.4,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
07-Jan-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7872.4,7872.4,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
07-Jan-23,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7872.4,15744.8,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
07-Jan-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7872.4,15744.8,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
07-Jan-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7872.4,15744.8,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
07-Jan-23,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7872.4,7872.4,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
27-Mar-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-(,2,NOS,7859.206,15718.412,INOX WIND LTD CO INOX AIR,"AMERICAN
SUPERCONDUCTOR",LITHU
27-Mar-23,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),3,NOS,7859.206,23577.619,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
27-Mar-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7859.206,15718.412,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
27-Mar-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),3,NOS,7859.206,23577.619,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
27-Mar-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),3,NOS,7859.206,23577.619,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
27-Mar-23,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7859.206,15718.412,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
02-Jan-23,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7855.914,15711.828,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
02-Jan-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7855.914,15711.828,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
02-Jan-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7855.914,15711.828,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
07-Jan-23,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7825.416,15650.832,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
07-Jan-23,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7825.416,15650.832,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
07-Jan-23,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7825.416,15650.832,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
20-Jun-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7764.443,31057.773,"INOX WIND        INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,LITHUANI
20-Jun-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7764.443,31057.773,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
20-Jun-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7764.443,31057.773,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
02-Dec-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7760.8,15521.599,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
02-Dec-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7760.8,15521.599,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
02-Dec-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7758.019,7758.019,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
02-Dec-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7758.019,7758.019,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
14-Aug-21,85030090,AMSC ID # 26119218 POWER CAPACITORS CABINET + 4PCC200 (PARTSOF WIND OPERATED ELECTRICITY GENERATORS: ECS DF3000),1,NOS,7751.282,7751.282,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMANIA
14-Aug-21,85030090,AMSC ID # 26119219 POWER CAPACITORS CABINET + 4PCC300 (PARTSOF WIND OPERATED ELECTRICITY GENERATORS: ECS DF3000),1,NOS,7751.282,7751.282,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMANIA
16-Jun-22,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7749.263,15498.527,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERIC"
16-Jun-22,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7749.263,15498.527,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,UNITED STATES OF AMERICA
16-Jun-22,85030090,26118866- HUB CABINET+4HCA100- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7749.263,23247.789,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERICA"
16-Jun-22,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7749.263,23247.789,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,"UNITED STATES OF
AMERICA"
16-Jun-22,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),3,UNT,7749.263,23247.789,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,"UNITED STATES OF
AMERICA"
16-Jun-22,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7749.263,15498.527,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERICA"
16-Jun-22,85030090,26118866- HUB CABINET+4HCA100-(PARTS OF WIND OPERATED,2,UNT,7749.263,15498.527,INOX WIND,AMERICANSUPERCONDUCTOR,UNIT
09-Aug-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHU
11-Aug-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,LITHUAN
11-Aug-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
09-Aug-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
09-Aug-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
11-Aug-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,7669.901,7669.901,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
04-Apr-22,85030090,26119218 POWER CAPACITORS CABINET +4PCC200 - (PARTS OF,1,NOS,7658.885,7658.885,INOX WIND LTD CO INOX AIR,"AMERICAN
SUPERCONDUCTOR",ROMANIA
04-Apr-22,85030090,26119217 POWER CAPACITORS CABINET +4PCC100 - (PARTS OF WINDOPERATED ELECTRICITY GENERATORS),1,NOS,7658.885,7658.885,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMAN
04-Apr-22,85030090,26119219 POWER CAPACITORS CABINET +4PCC300 - (PARTS OF WINDOPERATED ELECTRICITY GENERATORS),1,NOS,7658.885,7658.885,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,ROMANIA
04-Apr-22,85030090,26119218 POWER CAPACITORS CABINET +4PCC200 - (PARTS OF WINDOPERATED ELECTRICITY GENERATORS),1,NOS,7658.885,7658.885,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMANIA
25-Jul-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7630.217,15260.434,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,LITHUAN
25-Jul-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7630.217,15260.434,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
25-Jul-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7630.217,15260.434,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITH
20-Jul-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7569.555,30278.221,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANI
20-Jul-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7569.555,30278.221,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANIA
20-Jul-22,85030090,26118868 - HUB CABINET+4HCA300- ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),4,NOS,7569.555,30278.221,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITH
08-Feb-24,73079190,TWR FLANGE (PARTS OF WINDOPERATED ELECTRICITY GENERATOR) (5 PCS),5,PCS,7431.721,37158.606,INOX WIND,DFN INC,CHINA
04-Feb-24,73079190,TWR FLANGE 3MW (PARTS OFWIND OPERATED ELECTRICITY GENERATOR) (5 PCS),5,PCS,7431.721,37158.606,INOX WIND,DFN INC,CHINA
26-Sep-22,85030090,26118866- HUB CABINET+4HCA100- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,UNITED STATES OF AMERICA
26-Sep-22,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,"UNITED STATES OF
AMERICA"
26-Sep-22,85030090,26118868- HUB CABINET+4HCA300- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,"UNITED STATES OF
AMERICA"
26-Sep-22,85030090,26118866- HUB CABINET+4HCA100- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERICA"
26-Sep-22,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERICA"
26-Sep-22,85030090,26118867- HUB CABINET+4HCA200- (PARTS OF WIND OPERATED ELECTRICITY GENERATOR),2,UNT,7423.532,14847.065,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR","UNITED STATES OF
AMERICA"
07-Oct-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7398.275,14796.549,INOX WIND LTD CO INOX AIR PRODUCTS LTD,AMERICAN SUPERCONDUCTOR,LITHUANI
07-Oct-22,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7398.275,14796.549,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
07-Oct-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7398.275,14796.549,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
11-Nov-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
15-Nov-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
15-Nov-22,85030090,26118867 - HUB CABINET+4HCA200-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
11-Nov-22,85030090,26118868 - HUB CABINET+4HCA300-ECS DF/2000/113 WIND TURBINE-( PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
15-Nov-22,85030090,26118866- HUB CABINET+4HCA100-ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITHUANIA
11-Nov-22,85030090,26118866- HUB CABINET+4HCA100- ECS DF/2000/113 WIND TURBINE- (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,7251.23,14502.46,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",LITH
01-Sep-23,73079190,TOWER FLANGE - (4625 X 3905 X120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (6 PCS),6,PCS,6675.434,40052.605,INOX WIND,TAESANG CO LTD,SOUTH
01-Sep-23,73079190,TOWER FLANGE - (4625 X 3905X 120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (6 PCS),6,PCS,6675.434,40052.605,INOX WIND,TAESANG CO LTD,SOUTH
20-Sep-23,73079190,TOWER FLANGE - (4625 X 3905 X 120) -PARTS OF WIND OPERATEDELECTRICITY GENERATORS (6 PCS),6,PCS,6675.434,40052.605,INOX WIND,TAESANG CO LTD,SOUT
19-Apr-23,73079190,TOWER FLANGE - (4625 X 3905 X120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6448.385,38690.311,INOX WIND,TAESANG CO LTD,SOUTH
03-Aug-23,73079190,TOWER FLANGE - (4625 X 3905X 120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6447.054,38682.325,INOX WIND,TAESANG CO LTD,SOUTH
05-Jul-23,73079190,TOWER FLANGE - (4625 X 3905 X120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6439.291,38635.748,INOX WIND,TAESANG CO LTD,SOUT
16-May-23,73079190,TOWER FLANGE - (4625 X 3905X 120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6439.291,38635.748,INOX WIND,TAESANG CO LTD,SOUTH
22-Jun-23,73079190,TOWER FLANGE - (4625 X 3905 X120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6404.4,38426.403,INOX WIND,TAESANG CO LTD,SOUT
04-Apr-23,73079190,TOWER FLANGE - (4625 X 3905 X120) - PARTS OF WIND OPERATEDELECTRICITY GENERATORS (06 PCS),6,PCS,6382.9,38297.399,INOX WIND,TAESANG CO LTD,SOUTH
24-Jul-23,85030090,26117334+4HCC100OVP -ECS DF/2000/113 WIND TURBINE-( PARTSOF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,6382.353,6382.353,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMANIA
24-Jul-23,85030090,26117334+4HCC100OVP -ECS DF/2000/113 WIND TURBINE-( PARTSOF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,6382.352,12764.705,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMANIA
24-Jul-23,85030090,26117334+4HCC100OVP -ECS DF/2000/113 WIND TURBINE-( PARTSOF WIND OPERATED ELECTRICITY GENERATORS),2,NOS,6382.352,12764.705,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROM
24-Jul-23,85030090,26117334+4HCC100OVP -ECS DF/2000/113 WIND TURBINE-( PARTSOF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,6380.576,6380.576,"INOX WIND LTD CO
INOX AIR
PRODUCTS LTD",AMERICAN SUPERCONDUCTOR,ROMANI
29-May-21,85030090,SK0217404 037-WAY SLIPRING (PARTS OF WIND OPERATED ELECTRICITY GENERATORS),12,NOS,6361.302,76335.618,INOX WIND LTD CO INOX AIR PRODUCTS LTD,SCHLEIFRING GMBH,GERMANY
02-Sep-23,85030090,26117334+4HCC100OVP -ECS DF/2000/113 WIND TURBINE-( PARTSOF WIND OPERATED ELECTRICITY GENERATORS),1,NOS,6310.086,6310.086,"INOX WIND LTD CO INOX AIR
PRODUCTS LTD","AMERICAN
SUPERCONDUCTOR",ROMAN
