Date,HS Code ,Product Name,Quantity,Unit,Unit Price (USD),CIF Value (USD),Importer Name,Supplier Name,Foreign Country
05-Aug-23,85369090,ST 6 CONNECTORS (3031487) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),1150,KGS,0.198,227.973,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,ST 6 CONNECTORS (3031487) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),550,NOS,0.167,91.996,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,ST 6 CONNECTORS (3031487) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),550,NOS,0.167,91.996,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,CHINA
06-May-23,85369090,ST 6 CONNECTORS (3031487) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),600,NOS,0.167,100.352,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,AUSTRIA
06-Aug-22,85361090,SET OF: NH FUSE SWITCH-DISCONNECTOR 630A (33203+2X33144) (PARTS FOR MFR OF W.O.E.GENERATORS),10,NOS,111.558,1115.578,SUZLON ENERGY LTD,IK TECHNICS GMBH,GERMANY
07-Apr-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK-C2H#E (710.000 X 1030.000X 315.000 MM)
092750117-4423-10 (PARTS OF",1,NOS,7626.789,7626.789,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,ROMANIA
17-Jul-23,85369090,"ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR
MANF. OF WOEGS)",240,NOS,0.396,95.129,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
07-Apr-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK-C2H#E (710.000 X 1030.000X 315.000 MM)
092750117-4423-10 (PARTS OF",2,NOS,7626.789,15253.577,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,ROMANIA
07-Apr-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK-C2H#E (710.000 X 1030.000X 315.000 MM)
092750117-4423-10 (PARTS OF",2,NOS,7626.789,15253.577,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",CHINA
08-Dec-23,85369090,"ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",200,NOS,0.348,69.518,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
05-Aug-23,85369090,"ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",200,NOS,0.393,78.677,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-Aug-22,85361090,SET OF: NH FUSE SWITCH-DISCONNECTOR 630A (33203+2X33144) (PARTS FOR MFR OF W.O.E.GENERATORS),10,NOS,111.558,1115.578,SUZLON ENERGY LTD,IK TECHNICS GMBH,CHINA
06-May-23,85369090,ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),100,NOS,0.365,36.523,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,ST 4-PE CONNECTORS (3031380) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),100,NOS,0.365,36.523,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
17-Oct-22,85361090,"SET OF: NH FUSE SWITCH-
DISCONNECTOR 630A PLUS 2 COVERS FOR CABLE LUGS 51027775 (PARTS OF WIND OPERATED ELECTRICITY GENE",25,NOS,109.084,2727.088,SUZLON ENERGY LTD,IK TECHNICS GMBH,SWITZERLAND
07-Apr-22,85030090,SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK- C2H#E (710.000 X 1030.000X 315.000 MM) 092750117-4423-10 (PARTS OF,5,PCS,7626.789,38133.943,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",ROMANIA
01-Jun-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK-C2H#E (710.000 X 1030.000X 315.000 MM)
092750117-4423-10 (PARTS OF",7,NOS,7461.832,52232.824,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,AUSTRIA
01-Jun-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F-623425.PRL-M15BK-C2H#E (710.000 X 1030.000X 315.000 MM)
092750117-4423-10 (PARTS OF",7,NOS,7461.832,52232.824,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,GERMANY
01-Jun-22,85030090,"SPHERICAL ROLLER BEARING PART NO. F- 623425.PRL-M15BK-C2H#E (710.000 X
1030.000X 315.000 MM) 092750117-4423-10 (PARTS OF",8,NOS,7461.832,59694.656,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",ROMANIA
14-Jan-21,85030090,"SPHERICAL ROLLER BEARING
PART NO. 240/710 B-MB-R250 -370- M15BK-M47 (710.000 X 1030.000X 315.000 MM) 019043961-4033-11 (P",4,NOS,6728.774,26915.094,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",GERMANY
14-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710 000 X 1030 000X 315 000 MM)
019043961-4033-11 (P",4,KGS,6728.774,26915.094,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",GERMANY
14-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710 000 X 1030 000X 315 000
MM) 019043961-4033-11 (P",4,NOS,6728.774,26915.094,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,GERMANY
15-Nov-21,85030090,COVER M334.0076-SUZ MAIN BEARING HOUSING ( 20 SETS) CONSISTOF (PARTS OFW.O.E.GENERATOR FOR MFG OF W.O.E.GENERATOR VAR,20,NOS,342.378,6847.55,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERYAND
ELECTRIC CO LTD",CHINA
05-Aug-23,85369090,"ST 4-FSI/C CONNECTORS (3036372) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",232,NOS,1.675,388.608,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,"ST 4-FSI/C CONNECTORS (3036372) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",130,NOS,1.555,202.165,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
08-Dec-23,85369090,"ST 4-FSI/C CONNECTORS (3036372) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",231,NOS,1.48,341.885,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
15-Nov-21,85030090,"RING SEALING CVR BCK
PN:M334.001029 SUZ MAIN BEARING HOUSING( 20 SETS) CONSIST OF (PARTS OF W.O.E.GENERATOR FOR MFG OF",20,NOS,342.378,6847.55,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERYAND ELECTRIC CO LTD",CHINA
06-May-23,85369090,ST 4-FSI/C CONNECTORS (3036372) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),120,NOS,1.555,186.614,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
31-Mar-23,85361090,"SET OF: NH FUSE SWITCH-
DISCONNECTOR 250 A 51032722 (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",1,NOS,83.333,83.333,SUZLON ENERGY LTD,IK TECHNICS GMBH,CHINA
19-May-22,85364900,"CONTACTOR 37KW (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF
WOEGS)",23,NOS,77.618,1785.215,SUZLON ENERGY LTD,SIEMENS AG,CHINA
09-Jun-22,85364900,CONTACTOR 37KW (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),36,NOS,74.09,2667.246,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
03-Nov-21,85030090,"COVER M334.0076-SUZ MAIN BEARING HOUSING ( 20 SETS) CONSISTOF (PARTS OF
W.O.E.GENERATOR FOR MFG OF W.O.E.GENERATOR VAR",20,NOS,342.296,6845.917,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE MACHINERYAND
ELECTRIC CO LTD",CHINA
03-Nov-21,85030090,"COVER M334.0076-SUZ MAIN BEARING HOUSING ( 20 SETS) CONSISTOF (PARTS OF
W.O.E.GENERATOR FOR MFG OF W.O.E.GENERATOR VAR",20,NOS,342.296,6845.917,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE MACHINERYAND
ELECTRIC CO LTD",NETHERLANDS
06-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710.000 X 1030.000X 315.000
MM) 019043961-4033-11 (P",4,NOS,6688.101,26752.406,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,GERMANY
06-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK-M47 (710
000 X 1030 000X 315 000 MM) 019043961-
4033-11 (P",4,NOS,6688.101,26752.406,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",CHINA
29-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710.000 X 1030.000X 315.000 MM)
019043961-4033-11 (P",4,NOS,6605.281,26421.124,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",GERMANY
03-Nov-21,85030090,"RING SEALING CVR BCK PN:M334.001029 SUZ MAIN BEARING HOUSING( 20 SETS) CONSIST OF
(PARTS OF W.O.E.GENERATOR FOR MFG OF",20,NOS,342.296,6845.917,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERYAND ELECTRIC CO LTD",CHINA
26-Apr-21,28275990,MN5A-1 M-PREPNEUTRALIZER 5A -- 2- OZ BOTTLE (OF AMMONIUM),0.08,KGS,341.678,27.334,SUZLON ENERGY LTD,VISHAY MEASUREMENTS GROUP INC,UNITED STATES OF AMERICA
26-Apr-21,28275990,MN5A-1 M-PREPNEUTRALIZER 5A -- 2-OZ BOTTLE (OF AMMONIUM),0.08,KGS,341.678,27.334,SUZLON ENERGY LTD,"VISHAY
MEASUREMENTS GROUP INC",CHINA
26-Apr-21,28092010,MCA-1 M-PREP CONDITIONER A -- 2-OZ BOTTLE (PHOSPHORIC ACID OTHER),0.08,KGS,341.678,27.334,SUZLON ENERGY LTD,"VISHAY
MEASUREMENTS GROUP INC",ECUADOR
08-Feb-22,39209921,"F/PI/065/0019/CH/ADH 0.07MMX19MM BATCH:8096501001 (PARTS FORMFR OF W.O.E
GENERATORS) (QTY. 3729 MTR)",3.5,KGS,340.067,1190.233,SUZLON ENERGY LTD,ISOVOLTA AG,GERMANY
01-Nov-22,85364900,POWER CONTACTOR AC-3 80 A (001000) (PARTS OF WIND OPERATEDELECTRICITYGENERATORS FOR MANF. OF WOEGS),20,NOS,65.067,1301.346,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
12-Mar-22,85030090,"MAIN BEARING HOUSING BACK
PROTECTING RING M334.0077 (PARTS OF W.O.E.GENERATOR FOR MFG OF S120)",27,PCS,337.054,9100.466,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",CHINA
29-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART
NO. 240/710 B-MB-R250 -370-M15BK-M47 (710 000 X 1030 000X 315 000 MM)
019043961-4033-11 (P",4,NOS,6605.281,26421.124,"SUZLON
ENERGY","SCHAEFFLER
TECHNOLOGIES AG ANDCO KG",GERMANY
19-May-22,85364900,"CONTACTOR DC24V (PARTS OF WIND
OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",108,NOS,53.971,5828.83,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
03-Apr-21,85030090,"MAIN BEARING HOUSING FRONT PROTECTING RING (PARTS OF
W.O.E.GENERATOR FOR MFG OF TYPE SUZLON S111)",2,PCS,334.771,669.543,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",UNITED STATES OF AMERICA
31-Dec-21,85030090,"MAIN BEARING HOUSING RING
SEALING CVR BCK PN:M334.001029 SUZ(PARTS OF W.O.E.GENERATOR FOR MFG OF W.O.E.GENERATOR)",18,PCS,331.542,5967.762,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",CHINA
10-Dec-21,85030090,"MAIN BEARING HOUSING RING
SEALING CVR BCK PN M334.001029 SUZ(PARTS OF W.O.E.GENERATOR)",20,PCS,330.529,6610.573,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",CHINA
17-Jul-23,85369090,"ST 16-PE CONNECTORS (3036165) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",275,NOS,1.62,445.507,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
19-May-22,85364900,CONTACTOR DC24V (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),108,NOS,53.971,5828.83,SUZLON ENERGY LTD,SIEMENS AG,CHINA
08-Dec-23,85369090,"ST 16-PE CONNECTORS (3036165) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",275,NOS,1.421,390.679,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,ST 16-PE CONNECTORS (3036165) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),150,NOS,1.493,223.915,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
10-Dec-21,85030090,MAIN BEARING HOUSING COVER PN M334.0076 SUZ(PARTS OF W.O.E.GENERATOR),20,PCS,330.529,6610.573,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",CHINA
05-Aug-23,85369090,ST 16-PE CONNECTORS (3036165) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),275,NOS,1.608,442.153,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,CHINA
01-Nov-21,85389000,"BS202 BACKPLANE (51100194) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",0.189,KGS,327.083,61.819,SUZLON ENERGY LTD,BACHMANN ELECTRONIC GMBH,GERMANY
06-May-23,85369090,ST 16-PE CONNECTORS (3036165) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),150,NOS,1.493,223.915,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,ITALY
10-Oct-23,85369090,"ST 16-PE CONNECTORS (3031500) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",150,MTR,0.595,89.305,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-Dec-23,85354010,"BLADE LIGHTNING PROTECTION KIT -SB70 (608762)(PARTS OF
WINDOPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",35,NOS,3886.228,136017.968,SUZLON ENERGY LTD,POLYTECH A S,DENMARK
14-Feb-22,85030090,MAIN BEARING HOUSING COVER M334.0076 (PARTS OF W.O.E.GENERATOR FOR MFG OF S120),14,PCS,322.679,4517.511,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",CHINA
14-Feb-22,85030090,"MAIN BEARING HOUSING COVER FOR BACK SEALING RING
M334.001029(PARTS OF
W.O.E.GENERATOR FOR MFG OF S120)",14,PCS,322.679,4517.511,SUZLON ENERGY LTD,CHANGZHOU SHUANGYE MACHINERY AND ELECTIC CO LTD,GERMANY
10-Oct-23,85369090,"ST 16-PE CONNECTORS (3031500) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",150,NOS,0.595,89.305,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
19-May-22,85364900,"CONTACTOR 30KW (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF
WOEGS)",36,NOS,48.714,1753.704,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
14-Feb-22,85030090,MAIN BEARING HOUSING COVER FOR BACK SEALING RING M334.001029(PARTS OF W.O.E.GENERATOR FOR MFG OF S120),14,PCS,322.679,4517.511,SUZLON ENERGY LTD,"CHANGZHOU
SHUANGYE MACHINERY AND ELECTIC CO LTD",CHINA
17-Jul-23,85369090,"ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",2114,NOS,0.866,1830.914,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
12-Aug-23,85369090,"ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",1363,NOS,0.812,1106.637,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
19-May-22,85364900,CONTACTOR 30KW (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),36,NOS,48.714,1753.704,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
13-Oct-21,85332919,RESISTOR BC6 1.50HM - PC000000202,13,NOS,321.228,4175.958,SUZLON ENERGY LTD,GE ENERGY POWER CONVERSION UK LTD,UNITED KINGDOM
06-May-23,85369090,ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),625,NOS,0.798,498.771,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),459,PCS,0.798,366.306,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
29-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710 000 X 1030 000X 315 000
MM) 019043961-4033-11 (P",4,NOS,6605.281,26421.124,SUZLON ENERGY LTD,SCHAEFFLER TECHNOLOGIES AG AND CO KG,GERMANY
29-Jan-21,85030090,"SPHERICAL ROLLER BEARING PART NO. 240/710 B-MB-R250 -370-M15BK- M47 (710 000 X 1030 000X 315 000
MM) 019043961-4033-11 (P",4,NOS,6605.281,26421.124,SUZLON ENERGY LTD,"SCHAEFFLER
TECHNOLOGIES AG AND CO KG",CHINA
10-May-23,85030090,"GEAR RIM M314.331308-00 (PARTS OF
W.O.E. GENERATOR FOR MANUFACTURING FOR S120)",5,SQM,6034.818,30174.092,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
10-May-23,85030090,"GEAR RIM M314.331308-00 (PARTS OF
W.O.E. GENERATOR FOR MANUFACTURING FOR S120)",5,NOS,6034.818,30174.092,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
10-May-23,85030090,GEAR RIM M314.331308-00 (PARTS OF W.O.E. GENERATOR FOR MANUFACTURING FOR S120),5,NOS,6034.818,30174.092,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
22-Jul-23,85030090,GEAR RIM M314.331308-00 (PARTS OF W.O.E. GENERATOR FOR MANUF ACTURING FOR S120),30,NOS,6034.742,181042.254,SUZLON ENERGY LTD,N/A,CHINA
09-Aug-22,85364900,"CONTACTOR DC 24V SIZE 2 2-POLE DC-3 (522215001051) (PARTSOF WIND
OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",150,NOS,48.401,7260.198,SUZLON ENERGY LTD,SIEMENS AG,ITALY
06-May-23,85369090,ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),625,NOS,0.798,498.771,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
09-Aug-22,85364900,CONTACTOR DC 24V SIZE 2 2-POLE DC-3 (522215001051) (PARTSOF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),60,NOS,48.401,2904.079,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
17-Jun-23,85030090,"GEAR RIM M314.331308-00 (PARTS OF
W.O.E. GENERATOR FOR MANUFACTURING FOR S120)",27,NOS,6034.702,162936.964,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
06-May-23,85369090,ST 16 CONNECTORS (3036149) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),625,NOS,0.798,498.771,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,CHINA
05-May-22,85364900,"CONTACTOR DC24V (PARTS OF WIND
OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",108,NOS,48.064,5190.963,SUZLON ENERGY LTD,SIEMENS AG,GERMANY
17-Jun-23,85030090,GEAR RIM M314.0071-08 (PARTS OF W.O.E. GENERATOR FOR MANUFACTURING FOR S120),3,NOS,6034.702,18104.107,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,ECUADOR
17-Jun-23,85030090,GEAR RIM M314.0071-08 (PARTS OF W.O.E. GENERATOR FOR MANUFACTURING FOR S120),3,NOS,6034.702,18104.107,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,"CZECH
REPUBLIC"
13-Oct-21,85332919,RESISTOR BC6 1.50HM - PC000000202,13,NOS,321.228,4175.958,SUZLON ENERGY LTD,GE ENERGY POWER CONVERSION UK LTD,UNITED KINGDOM
09-Aug-23,85030090,"SHRINK DISC S11X (CONEX SA 720 X 1068 SUZLON DRW. 10.831 BLUE RAL 5021)
(PARTS OF WOEG FOR MANUFACTURING)",20,NOS,5976.648,119532.952,SUZLON ENERGY LTD,COMPOMAC SPA,ITALY
27-May-22,85030090,"SKW000109 030-WAY SLIPRING (PARTS OF WIND OPERATED ELECTRICITY
GENERATORS FOR MANF. OF WOEGS)",2,NOS,5947.052,11894.103,SUZLON ENERGY LTD,SCHLEIFRING GMBH,FRANCE
13-Oct-21,85332919,RESISTOR BC6 1.50HM - PC000000202,13,NOS,321.228,4175.958,SUZLON ENERGY LTD,GE ENERGY POWER CONVERSION UK LTD,UNITED KINGDOM
13-Oct-21,85332919,RESISTOR BC6 1.50HM - PC000000202,13,NOS,321.228,4175.958,SUZLON ENERGY LTD,GE ENERGY POWER CONVERSION UK LTD,DENMARK
27-Jan-22,85030090,"MAIN BEARING HOUSING COVER M334.0076 (PARTS OF
W.O.E.GENERATOR FOR MFG OF S120)",26,PCS,321.034,8346.876,SUZLON ENERGY LTD,"CHANGZHOU SHUANGYE
MACHINERY AND ELECTIC CO LTD",NETHERLANDS
08-Aug-23,85030090,"GEAR RIM M314.331308-00 (PARTS OF
W.O.E. GENERATOR FOR MANUFACTURING FOR S120)",30,NOS,5848.038,175441.148,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
07-Nov-23,84834000,GEAR RIM M314.331308-00 (PARTS OF W.O.E. GENERATOR FOR MANUFACTURING FOR S120),30,NOS,5848.008,175440.226,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,ECUADOR
06-May-23,85369090,"ST 10-PE CONNECTORS (3036136) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR
MANF. OF WOEGS)",100,NOS,1.145,114.524,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
06-May-23,85369090,"ST 10-PE CONNECTORS (3036136) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",100,NOS,1.145,114.524,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
05-Aug-23,85369090,"ST 10-PE CONNECTORS (3036136) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",200,NOS,1.234,246.709,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
05-Aug-23,85369090,"ST 10-PE CONNECTORS (3036136) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",200,NOS,1.234,246.709,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,SPAIN
17-Jul-23,85369090,"ST 10-PE CONNECTORS (3036136) (PARTS OF WIND OPERATED ELECTRICITY
GENERATORS FOR MANF. OF WOEGS)",300,NOS,1.243,372.871,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,CHINA
05-May-22,85364900,"CONTACTOR DC 24V (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF
WOEGS)",70,NOS,48.064,3364.513,SUZLON ENERGY LTD,SIEMENS AG,AUSTRIA
20-Jan-22,90303310,MAINS VOLTAGE MONITOR (LOW LEAKAGE) P/N: PLK41Y9138-10,2,NOS,320.027,640.053,SUZLON ENERGY LTD,GE ENERGY POWER CONVERSION GMBH,AUSTRIA
05-Aug-23,85369090,"ST 10 CONNECTORS (3036110) (PARTS OF WIND OPERATED
ELECTRICITY GENERATORS FOR MANF. OF WOEGS)",200,NOS,0.519,103.825,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
22-Apr-23,85369010,"ST 10 CONNECTORS (3036110) (PARTS OF WIND OPERATED ELECTRICITY
GENERATORS FOR MANF. OF WOEGS)",100,NOS,0.426,42.61,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
08-Dec-23,85369090,"ST 10 CONNECTORS (3036110) (PARTS OF WIND OPERATED ELECTRICITY
GENERATORS FOR MANF. OF WOEGS)",200,PCS,0.505,100.912,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
13-Sep-23,84834000,"GEAR RIM M314.331308-00 (PARTS OF
W.O.E. GENERATOR FOR MANUFACTURING FOR S120)",45,KGS,5798.139,260916.24,SUZLON ENERGY LTD,DALIAN UNITED WIND POWER GENERATION BEARING CO LT,CHINA
06-May-23,85369090,ST 10 CONNECTORS (3036110) (PARTS OF WIND OPERATED ELECTRICITY GENERATORS FOR MANF. OF WOEGS),100,NOS,0.438,43.814,SUZLON ENERGY LTD,PHOENIX CONTACT GMBH AND CO KG,GERMANY
